"","X","prefix","Replicate","Generation","mean.fitness","mean.prop.SL","Schedule","mean.learning.rate","mean.learning.rate.SL","mean.learning.episodes","mean.best.fitness","environmental.mean.location","sch_num_n1","sch_num_0","sch_num_1","perfrom","folder","seed","init_w_range","init_lr_range","init_le_mean","init_prop_sl","mut_rate_w","mut_step_w","lr_homogenous","mut_rate_lr","mut_step_lr","le_homogenous","mut_rate_le","mut_step_le","mut_rate_sl","mut_step_sl","N","G","lifespan","extrapolate_from","nr_replicates","env_sample_size","env_range","init_mean_env","sd_env","env_change","env_change_sd","env_change_type","env_change_rate","SL_type","IL_type","cue_type","sl_homogenous","one_social_parent","success_bias","sl_speed","mut_rate_schedule","differential_learning_rates","schedule_init","file_rep","LR","LR_type","Performance"
"683",683,"63_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",2,"G-2000",407.324697558271,0.25,-1,0.381538239666417,0.532119421621989,25,429.082575593004,-0.0958020734433623,1000,0,0,0.949284649574381,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",917719,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"63_2",0.532119421621989,"LR_SL",0.949284649574381
"684",684,"63_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",3,"G-2000",406.372336976961,0.25,-1,0.398227444738831,0.274281185568001,25,428.26972245962,-0.0712080693291154,1000,0,0,0.948841240653574,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",917719,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"63_3",0.274281185568001,"LR_SL",0.948841240653574
"685",685,"63_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",4,"G-2000",408.192173404498,0.25,-1,0.467127901881559,0.228069624693838,25,428.615056683458,-0.0248057588350025,1000,0,0,0.952344455458829,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",917719,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"63_4",0.228069624693838,"LR_SL",0.952344455458829
"686",686,"63_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",5,"G-2000",405.175143689705,0.25,-1,0.480733389358521,0.67178498614043,25,428.660303527936,-0.0579482640302599,1000,0,0,0.945250041951349,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",917719,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"63_5",0.67178498614043,"LR_SL",0.945250041951349
"687",687,"63_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",6,"G-2000",406.571561787256,0.25,-1,0.53058987095987,0.981711143043728,25,428.997927764118,0.0455226088203798,1000,0,0,0.94771269398052,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",917719,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"63_6",0.981711143043728,"LR_SL",0.94771269398052
"688",688,"63_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",7,"G-2000",400.198241322539,0.25,-1,0.444046586602499,0.321824213998686,25,428.542158475212,0.108465614585787,1000,0,0,0.933835006194307,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",917719,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"63_7",0.321824213998686,"LR_SL",0.933835006194307
"689",689,"63_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",8,"G-2000",399.960516707596,0.25,-1,0.580922168836032,0.17138084176062,25,428.910890466867,-0.0197673394502849,1000,0,0,0.932470327883593,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",917719,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"63_8",0.17138084176062,"LR_SL",0.932470327883593
"690",690,"63_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",9,"G-2000",399.194869051924,0.25,-1,0.499781161796702,0.200817195203543,25,428.949424601099,-0.0200799870026487,1000,0,0,0.930624591860547,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",917719,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"63_9",0.200817195203543,"LR_SL",0.930624591860547
"691",691,"64_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",0,"G-2000",394.951471547676,0.25,-1,0.466064860883558,0.257736493184008,25,428.892775453223,0.0242818182738881,1000,0,0,0.920841840995485,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",25387,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"64_0",0.257736493184008,"LR_SL",0.920841840995485
"692",692,"64_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",1,"G-2000",407.342866517491,0.25,-1,0.398902608527536,0.6349471703993,25,428.786267987456,0.166619684809495,1000,0,0,0.949971244062754,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",25387,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"64_1",0.6349471703993,"LR_SL",0.949971244062754
"693",693,"64_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",2,"G-2000",398.03291894013,0.25,-1,0.488265824883958,0.294682013721539,25,428.079582044778,-0.102812919183223,1000,0,0,0.929856430489285,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",25387,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"64_2",0.294682013721539,"LR_SL",0.929856430489285
"694",694,"64_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",3,"G-2000",405.667819251974,0.25,-1,0.437916610902949,0.406749074073513,25,428.675929528536,-0.0203430101653673,1000,0,0,0.946307940834633,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",25387,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"64_3",0.406749074073513,"LR_SL",0.946307940834633
"695",695,"64_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",4,"G-2000",403.390985011444,0.25,-1,0.40765227421949,0.32435045000035,25,429.066257803198,-0.000927373901499251,1000,0,0,0.940145696751178,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",25387,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"64_4",0.32435045000035,"LR_SL",0.940145696751178
"696",696,"64_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",5,"G-2000",397.319270982009,0.25,-1,0.542697408806647,0.382464062642529,25,429.309554276612,0.0397723392474873,1000,0,0,0.925441247959706,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",25387,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"64_5",0.382464062642529,"LR_SL",0.925441247959706
"697",697,"64_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",6,"G-2000",405.404264213693,0.25,-1,0.467644778174463,0.820398588475412,25,428.651538813743,0.030712762345977,1000,0,0,0.94575861714117,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",25387,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"64_6",0.820398588475412,"LR_SL",0.94575861714117
"698",698,"64_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",7,"G-2000",401.539570794153,0.25,-1,0.45357638116062,0.224967124275027,25,428.705380212744,-0.0700431027494203,1000,0,0,0.936599337873755,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",25387,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"64_7",0.224967124275027,"LR_SL",0.936599337873755
"699",699,"64_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",8,"G-2000",404.904815994803,0.25,-1,0.287362000253423,0.277236705038831,25,429.808101214893,-0.00721317854825087,1000,0,0,0.942033536527988,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",25387,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"64_8",0.277236705038831,"LR_SL",0.942033536527988
"700",700,"64_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",9,"G-2000",407.825791096652,0.25,-1,0.460184257925537,0.366612705843428,25,428.932306067416,-0.0391733977350725,1000,0,0,0.950778938122039,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",25387,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"64_9",0.366612705843428,"LR_SL",0.950778938122039
"701",701,"65_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",0,"G-2000",401.697947524088,0.25,-1,0.436615844717541,0.586088398154173,25,429.20189296087,0.0239331976030485,1000,0,0,0.935904474773747,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",260220,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"65_0",0.586088398154173,"LR_SL",0.935904474773747
"702",702,"65_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",1,"G-2000",404.324468290205,0.25,-1,0.497872052342229,1.01598211498466,25,428.536435636332,-0.0789811848109395,1000,0,0,0.943537724443602,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",260220,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"65_1",1.01598211498466,"LR_SL",0.943537724443602
"703",703,"65_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",2,"G-2000",406.606381728536,0.25,-1,0.471307419749175,0.884424510242579,25,429.318891449775,-0.0522439494936207,1000,0,0,0.9471085563656,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",260220,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"65_2",0.884424510242579,"LR_SL",0.9471085563656
"704",704,"65_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",3,"G-2000",402.697741277861,0.25,-1,0.485663822942579,0.323914497850975,25,429.077166991904,0.0515432194521234,1000,0,0,0.938507955038089,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",260220,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"65_3",0.323914497850975,"LR_SL",0.938507955038089
"705",705,"65_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",4,"G-2000",394.695335871564,0.25,-1,0.54833376956017,0.57383015978046,25,428.731603355072,0.00524728749788056,1000,0,0,0.920610709167529,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",260220,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"65_4",0.57383015978046,"LR_SL",0.920610709167529
"706",706,"65_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",5,"G-2000",401.654948976362,0.25,-1,0.429867843971864,0.463899639249325,25,429.121500346527,0.0515731778275712,1000,0,0,0.936031016838413,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",260220,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"65_5",0.463899639249325,"LR_SL",0.936031016838413
"707",707,"65_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",6,"G-2000",395.099034856922,0.25,-1,0.369040077166767,0.365182632415692,25,428.907987237131,0.0601520590385057,1000,0,0,0.921186213436618,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",260220,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"65_6",0.365182632415692,"LR_SL",0.921186213436618
"708",708,"65_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",7,"G-2000",403.567631745677,0.25,-1,0.4496922019005,0.266266926308046,25,428.512813648326,0.00742292923038481,1000,0,0,0.941787388559935,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",260220,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"65_7",0.266266926308046,"LR_SL",0.941787388559935
"709",709,"65_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",8,"G-2000",404.481511331084,0.25,-1,0.52892528749915,0.890235587526337,25,429.360371974263,-0.0380496021972864,1000,0,0,0.942027998617594,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",260220,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"65_8",0.890235587526337,"LR_SL",0.942027998617594
"710",710,"65_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",9,"G-2000",403.494161566767,0.25,-1,0.50031331213963,0.411086961949075,25,428.995449654173,0.0341438975623038,1000,0,0,0.940553888280546,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",260220,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"65_9",0.411086961949075,"LR_SL",0.940553888280546
"711",711,"66_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",0,"G-2000",408.956265568016,0.25,-1,0.360721419595602,0.380408661846327,25,429.158267991004,0.0662079020794793,1000,0,0,0.952930055959061,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",424506,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"66_0",0.380408661846327,"LR_SL",0.952930055959061
"712",712,"66_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",1,"G-2000",406.437301595502,0.25,-1,0.500916566277611,0.420716505283508,25,428.559162304548,0.0124492739348876,1000,0,0,0.948365502452256,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",424506,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"66_1",0.420716505283508,"LR_SL",0.948365502452256
"713",713,"66_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",2,"G-2000",399.965765376162,0.25,-1,0.38292656592069,0.148673579145467,25,429.079213805497,-0.0248315476366167,1000,0,0,0.932109407460651,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",424506,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"66_2",0.148673579145467,"LR_SL",0.932109407460651
"714",714,"66_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",3,"G-2000",404.556709681559,0.25,-1,0.590378491655322,0.488841597995202,25,429.185216347876,-0.0436925617823447,1000,0,0,0.942630020179905,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",424506,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"66_3",0.488841597995202,"LR_SL",0.942630020179905
"715",715,"66_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",4,"G-2000",393.571798734833,0.25,-1,0.307353482128886,0.293725186581809,25,428.514504131684,0.004541031880005,1000,0,0,0.918448978508466,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",424506,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"66_4",0.293725186581809,"LR_SL",0.918448978508466
"716",716,"66_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",5,"G-2000",402.813744406747,0.25,-1,0.534430778327436,0.159469461742144,25,429.243393874513,0.0165477560455762,1000,0,0,0.938424467088458,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",424506,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"66_5",0.159469461742144,"LR_SL",0.938424467088458
"717",717,"66_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",6,"G-2000",399.576406202699,0.25,-1,0.710104953123738,0.783553308590455,25,429.357566696502,0.0014118425072014,1000,0,0,0.930669077432272,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",424506,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"66_6",0.783553308590455,"LR_SL",0.930669077432272
"718",718,"66_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",7,"G-2000",383.899090807696,0.25,-1,0.39576626979925,0.160180758426682,25,429.298968498551,0.079533676968009,1000,0,0,0.894193274053824,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",424506,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"66_7",0.160180758426682,"LR_SL",0.894193274053824
"719",719,"66_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",8,"G-2000",400.889457647076,0.25,-1,0.517994614252324,0.254236279224638,25,428.653769292254,-0.0672792793210895,1000,0,0,0.935243858330582,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",424506,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"66_8",0.254236279224638,"LR_SL",0.935243858330582
"720",720,"66_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",9,"G-2000",398.480014914693,0.25,-1,0.581520117850075,0.216434720274992,25,429.011370647126,-0.029350821247956,1000,0,0,0.928826879600925,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",424506,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"66_9",0.216434720274992,"LR_SL",0.928826879600925
"721",721,"67_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",0,"G-2000",334.32887895962,0.25,1,0.152108923215302,2.60161180729235,25,428.696283278561,-0.165712258957525,0,0,1000,0.779812238373471,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",865950,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",1,"67_0",2.60161180729235,"LR_SL",0.779812238373471
"722",722,"67_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",1,"G-2000",321.793786586602,0.25,1,0.541467148165467,4.57058322998151,25,429.171142324938,-0.104827410035467,0,0,1000,0.749888174243191,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",865950,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",1,"67_1",4.57058322998151,"LR_SL",0.749888174243191
"723",723,"67_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",2,"G-2000",332.424487305122,0.25,1,0.77224868104043,2.80026249215692,25,429.353376525237,0.0869605916728786,0,0,1000,0.774102521668578,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",865950,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",1,"67_2",2.80026249215692,"LR_SL",0.774102521668578
