"","X","prefix","Replicate","Generation","mean.fitness","mean.prop.SL","Schedule","mean.learning.rate","mean.learning.rate.SL","mean.learning.episodes","mean.best.fitness","environmental.mean.location","sch_num_n1","sch_num_0","sch_num_1","perfrom","folder","seed","init_w_range","init_lr_range","init_le_mean","init_prop_sl","mut_rate_w","mut_step_w","lr_homogenous","mut_rate_lr","mut_step_lr","le_homogenous","mut_rate_le","mut_step_le","mut_rate_sl","mut_step_sl","N","G","lifespan","extrapolate_from","nr_replicates","env_sample_size","env_range","init_mean_env","sd_env","env_change","env_change_sd","env_change_type","env_change_rate","SL_type","IL_type","cue_type","sl_homogenous","one_social_parent","success_bias","sl_speed","mut_rate_schedule","differential_learning_rates","schedule_init","file_rep","LR","LR_type","Performance"
"637",637,"59_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",6,"G-2000",375.100684566617,0.25,0,0.707113955427336,0.00352612541319286,25,428.734005389205,0.193702195817831,0,1000,0,0.874934376186421,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",743816,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"59_6",0.00352612541319286,"LR_SL",0.874934376186421
"638",638,"59_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",7,"G-2000",392.951165067766,0.25,0,0.536481872501649,0.00295201845748876,25,429.130186786357,0.147319568431993,0,1000,0,0.915668446379529,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",743816,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"59_7",0.00295201845748876,"LR_SL",0.915668446379529
"639",639,"59_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",8,"G-2000",394.664596821589,0.25,0,2.08795153327686,0.0114117525781429,25,428.873822223188,0.146255650802024,0,1000,0,0.920209101111891,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",743816,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"59_8",0.0114117525781429,"LR_SL",0.920209101111891
"640",640,"59_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",9,"G-2000",402.45510624088,0.25,0,0.495694176958221,0.00320902463397691,25,429.247112263668,-0.209268710192889,0,1000,0,0.937562023820976,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",743816,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"59_9",0.00320902463397691,"LR_SL",0.937562023820976
"641",641,"6_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",0,"G-2000",405.520835045927,0.25,0,0.741702687187956,0.00371533732428306,25,429.377428206797,-0.0896090574161869,0,1000,0,0.944409597598143,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",681811,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",0,"6_0",0.00371533732428306,"LR_SL",0.944409597598143
"642",642,"6_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",1,"G-2000",395.308299347476,0.25,0,1.3730561817936,0.00699102385826487,25,429.20556625942,0.0358029292345707,0,1000,0,0.921023592013981,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",681811,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",0,"6_1",0.00699102385826487,"LR_SL",0.921023592013981
"643",643,"6_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",2,"G-2000",327.858889054023,0.25,0,1.30162002376212,0.0219155356046285,25,428.892788850425,0.0957456843552874,0,1000,0,0.764398353757636,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",681811,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",0,"6_2",0.0219155356046285,"LR_SL",0.764398353757636
"644",644,"6_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",3,"G-2000",386.16567507986,0.25,0,0.470865222234033,0.00274395417691904,25,428.575287985907,0.0468116567506747,0,1000,0,0.901059957746027,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",681811,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",0,"6_3",0.00274395417691904,"LR_SL",0.901059957746027
"645",645,"6_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",4,"G-2000",332.350116577806,0.25,0,1.55686723937431,0.616746625574463,25,428.958545489605,0.0823777000804098,0,1000,0,0.774897630680998,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",681811,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",0,"6_4",0.616746625574463,"LR_SL",0.774897630680998
"646",646,"6_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",5,"G-2000",338.940592964938,0.25,0,0.423797080656872,0.00999892053866832,25,429.151977647726,-0.0532201659780255,0,1000,0,0.789829535082644,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",681811,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",0,"6_5",0.00999892053866832,"LR_SL",0.789829535082644
"647",647,"6_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",6,"G-2000",402.55904788026,0.25,0,0.815453747284158,0.00417370191755852,25,428.621515247776,0.0965685247497801,0,1000,0,0.939132170466444,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",681811,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",0,"6_6",0.00417370191755852,"LR_SL",0.939132170466444
"648",648,"6_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",7,"G-2000",399.706190303798,0.25,0,0.525521078856672,0.00218122820421174,25,429.285643582309,-0.013418897431949,0,1000,0,0.931065043256267,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",681811,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",0,"6_7",0.00218122820421174,"LR_SL",0.931065043256267
"649",649,"6_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",8,"G-2000",392.81368615917,0.25,0,0.492018562915042,0.0017480038444981,25,428.655948598101,0.0881880378241979,0,1000,0,0.916327237938674,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",681811,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",0,"6_8",0.0017480038444981,"LR_SL",0.916327237938674
"650",650,"6_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Guided_",9,"G-2000",407.445700343878,0.25,0,0.820053573692654,0.00390225520629011,25,429.554738803998,-0.0446567609845077,0,1000,0,0.948528119660261,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",681811,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Guided","Random","true","false","true",10,0,"true",0,"6_9",0.00390225520629011,"LR_SL",0.948528119660261
"651",651,"60_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",0,"G-2000",377.773345589305,0.25,0,0.36590440222014,0.00450994306193258,25,428.971507908396,-0.081704018788041,0,1000,0,0.880574360440021,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",89710,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"60_0",0.00450994306193258,"LR_SL",0.880574360440021
"652",652,"60_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",1,"G-2000",401.640714206297,0.25,0,0.471118879433533,0.00218886464568956,25,429.145442532034,-0.123614586154423,0,1000,0,0.935923580743301,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",89710,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"60_1",0.00218886464568956,"LR_SL",0.935923580743301
"653",653,"60_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",2,"G-2000",403.473592065517,0.25,0,0.548210479057471,0.00302384834098666,25,428.881752332184,0.150239526464628,0,1000,0,0.940747284256316,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",89710,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"60_2",0.00302384834098666,"LR_SL",0.940747284256316
"654",654,"60_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",3,"G-2000",295.186604336717,0.25,0,0.563038231313873,2.78513664846727,25,428.981292236232,0.0563892450164073,0,1000,0,0.688156288106227,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",89710,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"60_3",2.78513664846727,"LR_SL",0.7
"655",655,"60_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",4,"G-2000",390.194582134533,0.25,0,0.37168440841959,0.00309360389318041,25,428.99541999945,0.099239777277961,0,1000,0,0.909510911391615,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",89710,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"60_4",0.00309360389318041,"LR_SL",0.909510911391615
"656",656,"60_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",5,"G-2000",392.670165988056,0.25,0,1.15065005304673,0.00708892684237281,25,428.943027576112,-0.131259027439395,0,1000,0,0.915443793117979,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",89710,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"60_5",0.00708892684237281,"LR_SL",0.915443793117979
"657",657,"60_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",6,"G-2000",384.531360184808,0.25,0,1.2061617521938,0.00851583702056022,25,428.951362163768,0.00146863987177911,0,1000,0,0.896441006651535,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",89710,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"60_6",0.00851583702056022,"LR_SL",0.896441006651535
"658",658,"60_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",7,"G-2000",401.44460896077,0.25,0,0.548832111187606,0.00335548769015242,25,428.810419806996,-0.0515040788923338,0,1000,0,0.936169864288011,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",89710,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"60_7",0.00335548769015242,"LR_SL",0.936169864288011
"659",659,"60_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",8,"G-2000",393.9401724003,0.25,0,0.932758394294553,0.00356998444862409,25,428.861972497451,-0.10269200159037,0,1000,0,0.91850213394374,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",89710,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"60_8",0.00356998444862409,"LR_SL",0.91850213394374
"660",660,"60_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",9,"G-2000",348.16270902059,0.25,0,0.361536123765917,0.00547355546297411,25,428.967035455122,0.0307206838626987,0,1000,0,0.81166160499338,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",89710,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",0,"60_9",0.00547355546297411,"LR_SL",0.81166160499338
"661",661,"61_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",0,"G-2000",399.251996950675,0.25,-1,0.415422227316292,0.240704839917591,25,428.730430208346,0.0892821777973163,1000,0,0,0.931223873546467,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",199661,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"61_0",0.240704839917591,"LR_SL",0.931223873546467
"662",662,"61_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",1,"G-2000",394.919090215892,0.25,-1,0.370742941800999,0.261939563638131,25,429.153698932984,-0.0392752923432084,1000,0,0,0.920247915266602,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",199661,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"61_1",0.261939563638131,"LR_SL",0.920247915266602
"663",663,"61_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",2,"G-2000",403.776576973563,0.25,-1,0.305532255693703,0.326874545594403,25,428.853250842479,-0.00933273879531734,1000,0,0,0.941523089456335,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",199661,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"61_2",0.326874545594403,"LR_SL",0.941523089456335
"664",664,"61_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",3,"G-2000",401.409553143978,0.25,-1,0.671742659764118,0.441766748033838,25,429.023127481509,-0.104169153133894,1000,0,0,0.935626247133548,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",199661,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"61_3",0.441766748033838,"LR_SL",0.935626247133548
"665",665,"61_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",4,"G-2000",396.610144247576,0.25,-1,0.433771032735082,0.417507439137331,25,428.472625541529,-0.150973325599215,1000,0,0,0.925645289374199,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",199661,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"61_4",0.417507439137331,"LR_SL",0.925645289374199
"666",666,"61_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",5,"G-2000",398.491902565517,0.25,-1,0.393602381383009,0.234948447941679,25,429.526177545827,0.0990543579525882,1000,0,0,0.927754837327591,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",199661,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"61_5",0.234948447941679,"LR_SL",0.927754837327591
"667",667,"61_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",6,"G-2000",404.228326990555,0.25,-1,0.652095643165967,0.740477373464418,25,428.814307508596,0.136984214883103,1000,0,0,0.94263871806168,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",199661,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"61_6",0.740477373464418,"LR_SL",0.94263871806168
"668",668,"61_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",7,"G-2000",395.670166376662,0.25,-1,0.325446968043328,0.284723469586007,25,429.13007981919,-0.0419510874861669,1000,0,0,0.921994552199366,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",199661,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"61_7",0.284723469586007,"LR_SL",0.921994552199366
"669",669,"61_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",8,"G-2000",393.451112126437,0.25,-1,0.467985415836632,0.29222228458969,25,429.156898725087,-0.115864010328181,1000,0,0,0.916799468321085,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",199661,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"61_8",0.29222228458969,"LR_SL",0.916799468321085
"670",670,"61_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",9,"G-2000",404.264556976062,0.25,-1,0.41839233275972,0.384373590764353,25,428.935058156872,-0.0213187322704348,1000,0,0,0.942443362853118,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",199661,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"61_9",0.384373590764353,"LR_SL",0.942443362853118
"671",671,"62_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",0,"G-2000",405.311365036782,0.25,-1,0.532395913114193,0.176141095361689,25,429.009116676162,-0.0766809101484908,1000,0,0,0.944768187033249,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",276198,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"62_0",0.176141095361689,"LR_SL",0.944768187033249
"672",672,"62_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",1,"G-2000",397.264106158271,0.25,-1,0.473636877556572,0.69960705215922,25,428.621394626587,-0.0688803370539245,1000,0,0,0.926813580917306,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",276198,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"62_1",0.69960705215922,"LR_SL",0.926813580917306
"673",673,"62_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",2,"G-2000",406.139149400999,0.25,-1,0.374202573473463,0.210464786865187,25,429.341052272364,-0.100395415428651,1000,0,0,0.945950625305779,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",276198,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"62_2",0.210464786865187,"LR_SL",0.945950625305779
"674",674,"62_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",3,"G-2000",404.398632908496,0.25,-1,0.401989551810245,0.340416711406147,25,428.708868550025,0.0481215561768166,1000,0,0,0.943290193366943,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",276198,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"62_3",0.340416711406147,"LR_SL",0.943290193366943
"675",675,"62_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",4,"G-2000",406.331345162119,0.25,-1,0.457378508594453,0.341744592402449,25,428.741978593153,-0.118652480846007,1000,0,0,0.947709448272009,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",276198,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"62_4",0.341744592402449,"LR_SL",0.947709448272009
"676",676,"62_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",5,"G-2000",406.41762891959,0.25,-1,0.353393933862869,0.725437733267716,25,428.339914245327,0.0853448812365717,1000,0,0,0.948811468209665,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",276198,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"62_5",0.725437733267716,"LR_SL",0.948811468209665
"677",677,"62_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",6,"G-2000",389.144325269965,0.25,-1,0.287570857094603,0.261672229496052,25,429.153928817891,-0.0288578934164218,1000,0,0,0.90672242263787,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",276198,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"62_6",0.261672229496052,"LR_SL",0.90672242263787
"678",678,"62_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",7,"G-2000",401.555484552524,0.25,-1,0.347247531232384,0.212356640224588,25,428.706080585357,0.0949187087410745,1000,0,0,0.936666020045804,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",276198,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"62_7",0.212356640224588,"LR_SL",0.936666020045804
"679",679,"62_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",8,"G-2000",402.539276418641,0.25,-1,0.36772961225972,0.253200744720545,25,428.892514672464,0.0677758249572314,1000,0,0,0.938492888529269,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",276198,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"62_8",0.253200744720545,"LR_SL",0.938492888529269
"680",680,"62_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",9,"G-2000",403.26525967911,0.25,-1,0.487009829752374,0.712126906392804,25,428.603313276712,0.0569482061321489,1000,0,0,0.940881963875121,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",276198,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"62_9",0.712126906392804,"LR_SL",0.940881963875121
"681",681,"63_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",0,"G-2000",407.371452363218,0.25,-1,0.532042009827536,0.378641928934633,25,429.312326622939,-0.0071265298905947,1000,0,0,0.948881542908706,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",917719,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"63_0",0.378641928934633,"LR_SL",0.948881542908706
"682",682,"63_sd_env_0.25_env_change_0.25_env_change_rate_10_IL_type_Unguided_",1,"G-2000",408.641776489355,0.25,-1,0.371083099213643,0.355865852249425,25,429.162834216842,0.0326921670861919,1000,0,0,0.952158481344946,"D:/Groningen_Research/MS_Data/LR_fixedSchedule_SL_2",917719,1,1,25,0.25,0.01,0.1,"false",0.01,0.1,"true",0,1,0,0.1,1000,20000,500,30,10,10,1,0,0.25,0.25,0.05,"random",10,"ChooseParentLearnParent","Unguided","Random","true","false","true",10,0,"true",-1,"63_1",0.355865852249425,"LR_SL",0.952158481344946
